Names	experiment Cy3	experiment Cy5
GSM1106729_9000_raw.txt.gz	ref	rnh203
GSM1107535_5417_raw.txt.gz	pbp1	ref
GSM1106722_5583_raw.txt.gz	rmd5	ref
GSM1106723_5589_raw.txt.gz	ref	rmd5
GSM1106720_7573_raw.txt.gz	rlm1	ref
GSM1106721_8938_raw.txt.gz	ref	rlm1
GSM1106726_7012_raw.txt.gz	ref	rnh201
GSM1106727_7008_raw.txt.gz	ref	rnh202
GSM1106724_7967_raw.txt.gz	rnh1	ref
GSM1106725_7857_raw.txt.gz	ref	rnh1
GSM1106298_3180_raw.txt.gz	don1	ref
GSM1106299_3186_raw.txt.gz	ref	don1
GSM1107411_9527_raw.txt.gz	lsm7	ref
GSM1106292_3426_raw.txt.gz	ref	der1
GSM1106293_5580_raw.txt.gz	dia1	ref
GSM1106290_5626_raw.txt.gz	ref	ddi1
GSM1106291_3420_raw.txt.gz	der1	ref
GSM1106296_6863_raw.txt.gz	ref	dmc1
GSM1106297_8031_raw.txt.gz	dnl4	ref
GSM1106294_5586_raw.txt.gz	ref	dia1
GSM1106295_7334_raw.txt.gz	din7	ref
GSM636645_7817_raw.txt.gz	ref	yaf9
GSM1106651_5125_raw.txt.gz	pml1	ref
GSM819660_1436_raw.txt.gz	tps3	ref
GSM819661_1442_raw.txt.gz	ref	tps3
GSM819662_4042_raw.txt.gz	tsl1	ref
GSM636644_6630_raw.txt.gz	yaf9	ref
GSM630137.txt.gz	fab1	ref
GSM630136.txt.gz	ref	elm1
GSM630135.txt.gz	elm1	ref
GSM630134.txt.gz	ref	eki1
GSM630133.txt.gz	eki1	ref
GSM630132.txt.gz	ref	dun1
GSM630131.txt.gz	dun1	ref
GSM630130.txt.gz	ref	dbf20
GSM630139.txt.gz	fmp48	ref
GSM630138.txt.gz	ref	fab1
GSM819570_2662_raw.txt.gz	ref	krh1
GSM1106128_6296_raw.txt.gz	aft2	ref
GSM1106129_8945_raw.txt.gz	ref	ahc1
GSM819571_1287_raw.txt.gz	krh2	ref
GSM1106124_4246_raw.txt.gz	ref	ack1
GSM1106125_3381_raw.txt.gz	acm1	ref
GSM1106126_3392_raw.txt.gz	ref	acm1
GSM1106127_6876_raw.txt.gz	ref	acs1
GSM819572_1292_raw.txt.gz	ref	krh2
GSM1106122_6325_raw.txt.gz	ref	aca1
GSM1106123_4228_raw.txt.gz	ack1	ref
GSM630516.txt.gz	ref	yck3
GSM819598_1281_raw.txt.gz	ref	pde2
GSM819599_7986_raw.txt.gz	ref	pfk1
GSM819596_1282_raw.txt.gz	ref	pde1
GSM630511.txt.gz	yck1	ref
GSM819594_1814_raw.txt.gz	ref	nth2
GSM819595_1278_raw.txt.gz	pde1	ref
GSM819592_4637_raw.txt.gz	ref	nth1
GSM819593_1811_raw.txt.gz	nth2	ref
GSM819591_4633_raw.txt.gz	nth1	ref
GSM1107459_7810_raw.txt.gz	mrn1	ref
GSM1107458_8035_raw.txt.gz	ref	mre11
GSM1107453_9247_raw.txt.gz	mot3	ref
GSM1107452_8497_raw.txt.gz	ref	mms4
GSM1107451_8127_raw.txt.gz	mms4	ref
GSM1107450_7612_raw.txt.gz	ref	mms22
GSM1107457_8499_raw.txt.gz	mre11	ref
GSM1107456_9008_raw.txt.gz	ref	mrc1
GSM1107455_8302_raw.txt.gz	mrc1	ref
GSM1107454_9255_raw.txt.gz	ref	mot3
GSM1107185_845_raw.txt.gz	ckb2	ref
GSM1107184_856_raw.txt.gz	ref	ckb1
GSM1107187_9578_raw.txt.gz	clb1	ref
GSM1107186_857_raw.txt.gz	ref	ckb2
GSM1107181_8611_raw.txt.gz	cin8	ref
GSM1107180_10397_raw.txt.gz	ref	cin5
GSM1107183_844_raw.txt.gz	ckb1	ref
GSM1107182_7937_raw.txt.gz	ref	cin8
GSM630551.txt.gz	yvh1	ref
GSM630550.txt.gz	ref	ypr106w
GSM630552.txt.gz	ref	yvh1
GSM1107189_7617_raw.txt.gz	clb2	ref
GSM1107188_9590_raw.txt.gz	ref	clb1
GSM1107057_3234_raw.txt.gz	ref	ypl066w
GSM1107056_3228_raw.txt.gz	ypl066w	ref
GSM1107055_7694_raw.txt.gz	ref	yox1
GSM1107054_6641_raw.txt.gz	yox1	ref
GSM1107053_4192_raw.txt.gz	ref	yos9
GSM1107052_4186_raw.txt.gz	yos9	ref
GSM1107051_7365_raw.txt.gz	ref	yor251c
GSM1107050_7360_raw.txt.gz	yor251c	ref
GSM1107059_6440_raw.txt.gz	ref	ypl247c
GSM1107058_6945_raw.txt.gz	ypl216w	ref
GSM1107989_4162_raw.txt.gz	ref	ylr352w
GSM1107988_4156_raw.txt.gz	ylr352w	ref
GSM1107239_3940_raw.txt.gz	did4	ref
GSM1107238_5411_raw.txt.gz	ref	dhh1
GSM1107237_5405_raw.txt.gz	dhh1	ref
GSM1107236_9006_raw.txt.gz	ref	deg1
GSM1107235_8313_raw.txt.gz	deg1	ref
GSM1107234_5552_raw.txt.gz	ref	def1
GSM1107233_5546_raw.txt.gz	def1	ref
GSM1107232_7313_raw.txt.gz	ref	ddr48
GSM1107231_8408_raw.txt.gz	ddr48	ref
GSM1107230_1775_raw.txt.gz	ref	dcs1
GSM630319.txt.gz	slt2	ref
GSM1106200_8258_raw.txt.gz	bsp1	ref
GSM630314.txt.gz	ref	sky1
GSM630313.txt.gz	sky1	ref
GSM630312.txt.gz	ref	skm1
GSM630311.txt.gz	skm1	ref
GSM630310.txt.gz	ref	siw14
GSM1107523_2082_raw.txt.gz	oca6	ref
GSM1107522_2086_raw.txt.gz	ref	oca5
GSM1107521_2081_raw.txt.gz	oca5	ref
GSM1107520_2085_raw.txt.gz	ref	oca4
GSM1107527_9482_raw.txt.gz	opi3	ref
GSM1107526_7687_raw.txt.gz	ref	opi1
GSM1107525_6327_raw.txt.gz	opi1	ref
GSM1107524_2087_raw.txt.gz	ref	oca6
GSM1107529_9474_raw.txt.gz	pap2	ref
GSM1107528_10457_raw.txt.gz	ref	opi3
GSM636650_1142_raw.txt.gz	yng1	ref
GSM636651_1147_raw.txt.gz	ref	yng1
GSM636641_7821_raw.txt.gz	ref	vps72
GSM636639_7818_raw.txt.gz	ref	vps71
GSM636640_6666_raw.txt.gz	vps72	ref
GSM636409_8250_raw.txt.gz	hda2	ref
GSM636408_7721_raw.txt.gz	ref	hda1
GSM636405_5497_raw.txt.gz	hat2	ref
GSM636404_5501_raw.txt.gz	ref	hat1
GSM636407_6618_raw.txt.gz	hda1	ref
GSM636406_5502_raw.txt.gz	ref	hat2
GSM636401_988_raw.txt.gz	gcn5	ref
GSM636400_2756_raw.txt.gz	ref	esc8
GSM636403_5496_raw.txt.gz	hat1	ref
GSM636402_994_raw.txt.gz	ref	gcn5
GSM636646_5387_raw.txt.gz	yku70	ref
GSM1106911_1190_raw.txt.gz	ufo1	ref
GSM1106910_7300_raw.txt.gz	ref	ubx7
GSM1106913_7377_raw.txt.gz	uga1	ref
GSM1106912_1194_raw.txt.gz	ref	ufo1
GSM1106915_4065_raw.txt.gz	uip4	ref
GSM1106914_6720_raw.txt.gz	uga3	ref
GSM1106261_4185_raw.txt.gz	cue4	ref
GSM1106260_3023_raw.txt.gz	ref	cue3
GSM1106919_10357_raw.txt.gz	upc2	ref
GSM1106918_2905_raw.txt.gz	ref	ula1
GSM1106269_9262_raw.txt.gz	cus2	ref
GSM1106268_8213_raw.txt.gz	cus2	ref
GSM1106461_7608_raw.txt.gz	kip3	ref
GSM1106460_8248_raw.txt.gz	kip2	ref
GSM1106463_7129_raw.txt.gz	lcl3	ref
GSM1106462_8443_raw.txt.gz	ref	lap3
GSM1106465_8308_raw.txt.gz	lhp1	ref
GSM1106464_7864_raw.txt.gz	lee1	ref
GSM1106467_8053_raw.txt.gz	lin1	ref
GSM1106466_7000_raw.txt.gz	ref	lif1
GSM1106469_6864_raw.txt.gz	ref	lte1
GSM1106468_8942_raw.txt.gz	ref	lin1
GSM1107754_8197_raw.txt.gz	smi1	ref
GSM1107462_9031_raw.txt.gz	ref	mrt4
GSM630293.txt.gz	rim11	ref
GSM1107460_6922_raw.txt.gz	ref	mrn1
GSM1107461_8255_raw.txt.gz	mrt4	ref
GSM1106869_7244_raw.txt.gz	tpp1	ref
GSM1106868_7570_raw.txt.gz	ref	tpa1
GSM1106865_8503_raw.txt.gz	top1	ref
GSM1106864_7312_raw.txt.gz	ref	tof2
GSM1106867_6726_raw.txt.gz	ref	tos8
GSM1106866_8046_raw.txt.gz	ref	top1
GSM1106861_8141_raw.txt.gz	tma64	ref
GSM1106860_8520_raw.txt.gz	ref	tma46
GSM1106863_10395_raw.txt.gz	ref	tof1
GSM1106862_10384_raw.txt.gz	tof1	ref
GSM630294.txt.gz	ref	rim11
GSM630295.txt.gz	rim15	ref
GSM1106605_8019_raw.txt.gz	pac11	ref
GSM1106604_8017_raw.txt.gz	pac1	ref
GSM1106607_3958_raw.txt.gz	ref	pan2
GSM1106606_3952_raw.txt.gz	pan2	ref
GSM1106601_6458_raw.txt.gz	osh2	ref
GSM1106600_9135_raw.txt.gz	ref	opy2
GSM1106603_1082_raw.txt.gz	ref	otu1
GSM1106602_1074_raw.txt.gz	otu1	ref
GSM1106609_5689_raw.txt.gz	ref	pan3
GSM1106608_5683_raw.txt.gz	pan3	ref
GSM1106595_5540_raw.txt.gz	nvj1	ref
GSM1106594_4828_raw.txt.gz	ref	nup53
GSM1106597_6651_raw.txt.gz	ref	oaf1
GSM1106596_5539_raw.txt.gz	ref	nvj1
GSM1106591_4859_raw.txt.gz	nup42	ref
GSM1106590_4607_raw.txt.gz	ref	nup2
GSM1106593_4822_raw.txt.gz	nup53	ref
GSM1106592_4865_raw.txt.gz	ref	nup42
GSM1106599_9126_raw.txt.gz	opy2	ref
GSM1106598_6695_raw.txt.gz	oaf3	ref
GSM1106739_4033_raw.txt.gz	ref	rpn14
GSM1106738_4027_raw.txt.gz	rpn14	ref
GSM1106731_7913_raw.txt.gz	ref	rnp1
GSM1106730_8234_raw.txt.gz	ref	rnh70
GSM1106733_4247_raw.txt.gz	ref	rom1
GSM1106732_4229_raw.txt.gz	rom1	ref
GSM1106735_2922_raw.txt.gz	ref	rpi1
GSM1106734_2916_raw.txt.gz	rpi1	ref
GSM1106737_11649_raw.txt.gz	ref	rpl38
GSM1106736_11639_raw.txt.gz	rpl38	ref
GSM1106289_5620_raw.txt.gz	ddi1	ref
GSM1106288_8041_raw.txt.gz	ddc1	ref
GSM1106281_5622_raw.txt.gz	ref	das1
GSM1106280_5616_raw.txt.gz	das1	ref
GSM1106283_2897_raw.txt.gz	dcn1	ref
GSM1106282_8328_raw.txt.gz	ref	dbp1
GSM1106285_5715_raw.txt.gz	dcr2	ref
GSM1106284_2903_raw.txt.gz	ref	dcn1
GSM1106287_8383_raw.txt.gz	dcs2	ref
GSM1106286_5718_raw.txt.gz	ref	dcr2
GSM819619_2757_raw.txt.gz	ref	reg1
GSM819618_2752_raw.txt.gz	reg1	ref
GSM1106317_8441_raw.txt.gz	ref	ecm32
GSM819615_1283_raw.txt.gz	ref	ras2
GSM819614_1279_raw.txt.gz	ras2	ref
GSM819617_5242_raw.txt.gz	ref	rce1
GSM819616_5237_raw.txt.gz	rce1	ref
GSM819611_4045_raw.txt.gz	ref	ram1
GSM819610_4040_raw.txt.gz	ram1	ref
GSM819613_3001_raw.txt.gz	ref	ras1
GSM819612_3050_raw.txt.gz	ras1	ref
GSM630128.txt.gz	ref	ctk1
GSM630129.txt.gz	dbf20	ref
GSM630120.txt.gz	ref	cmk1
GSM630121.txt.gz	cmk2	ref
GSM630122.txt.gz	ref	cmk2
GSM630123.txt.gz	cmp2	ref
GSM630124.txt.gz	ref	cmp2
GSM630125.txt.gz	cna1	ref
GSM630126.txt.gz	ref	cna1
GSM630127.txt.gz	ctk1	ref
GSM1106133_4955_raw.txt.gz	air2	ref
GSM1106132_4644_raw.txt.gz	ref	air1
GSM1106131_4639_raw.txt.gz	air1	ref
GSM1106130_8268_raw.txt.gz	ref	aif1
GSM1106137_5931_raw.txt.gz	ama1	ref
GSM1106136_1677_raw.txt.gz	ref	aly1
GSM1106135_1671_raw.txt.gz	aly1	ref
GSM1106134_4956_raw.txt.gz	ref	air2
GSM1106139_8798_raw.txt.gz	apn1	ref
GSM1106138_5936_raw.txt.gz	ref	ama1
GSM1107428_2846_raw.txt.gz	ref	med12
GSM1107429_6172_raw.txt.gz	med13	ref
GSM1107426_6261_raw.txt.gz	ref	mds3
GSM1107427_2845_raw.txt.gz	med12	ref
GSM1107424_2626_raw.txt.gz	ref	mdm30
GSM1107425_6252_raw.txt.gz	mds3	ref
GSM1107422_8429_raw.txt.gz	ref	mcm21
GSM1107423_2620_raw.txt.gz	mdm30	ref
GSM1107420_6650_raw.txt.gz	ref	mbp1
GSM1107421_7335_raw.txt.gz	mcm21	ref
GSM819549_2750_raw.txt.gz	gsy1	ref
GSM819548_7470_raw.txt.gz	ref	grr1
GSM630548.txt.gz	ref	ypl236c
GSM630549.txt.gz	ypr106w	ref
GSM630542.txt.gz	ref	ypl109c
GSM630543.txt.gz	ypl141c	ref
GSM630540.txt.gz	ref	ypk2
GSM630541.txt.gz	ypl109c	ref
GSM630546.txt.gz	ref	ypl150w
GSM630547.txt.gz	ypl236c	ref
GSM630544.txt.gz	ref	ypl141c
GSM630545.txt.gz	ypl150w	ref
GSM1106822_8488_raw.txt.gz	srx1	ref
GSM636376_2730_raw.txt.gz	ctr9	ref
GSM1107732_8968_raw.txt.gz	set4	ref
GSM1107733_6993_raw.txt.gz	set5	ref
GSM1107730_10078_raw.txt.gz	ref	ser2
GSM1107731_8023_raw.txt.gz	ref	set4
GSM1107088_6330_raw.txt.gz	ace2	ref
GSM1107089_7688_raw.txt.gz	ref	ace2
GSM1107734_5556_raw.txt.gz	sfp1	ref
GSM1107735_5562_raw.txt.gz	ref	sfp1
GSM1107084_3954_raw.txt.gz	zip1	ref
GSM1107085_3960_raw.txt.gz	ref	zip1
GSM1107086_8278_raw.txt.gz	ref	abf2
GSM1107087_8993_raw.txt.gz	abf2	ref
GSM1107080_1080_raw.txt.gz	ref	yuh1
GSM1107081_3118_raw.txt.gz	zds1	ref
GSM1107082_3119_raw.txt.gz	ref	zds1
GSM1107083_8226_raw.txt.gz	ref	zds2
GSM630300.txt.gz	ref	sat4
GSM630301.txt.gz	scy1	ref
GSM630302.txt.gz	ref	scy1
GSM630303.txt.gz	sdp1	ref
GSM630304.txt.gz	ref	sdp1
GSM630305.txt.gz	sha3	ref
GSM630306.txt.gz	ref	sha3
GSM630307.txt.gz	sit4	ref
GSM630308.txt.gz	ref	sit4
GSM630309.txt.gz	siw14	ref
GSM1107556_360_raw.txt.gz	ref	pex2
GSM1107557_5567_raw.txt.gz	pex22	ref
GSM1107554_5914_raw.txt.gz	ref	pex12
GSM1107555_352_raw.txt.gz	pex2	ref
GSM1107552_200_raw.txt.gz	ref	pex10
GSM1107553_5905_raw.txt.gz	pex12	ref
GSM1107550_6555_raw.txt.gz	ref	pet112
GSM1107551_194_raw.txt.gz	pex10	ref
GSM1107888_3439_raw.txt.gz	ref	ubp6
GSM1107889_246_raw.txt.gz	ubr1	ref
GSM1107558_5574_raw.txt.gz	ref	pex22
GSM1107559_295_raw.txt.gz	pex4	ref
GSM636577_8480_raw.txt.gz	ref	sir1
GSM1107958_10366_raw.txt.gz	ref	ybr028c
GSM1107959_7143_raw.txt.gz	ref	ybr285w
GSM1107952_3959_raw.txt.gz	ref	wss1
GSM1107953_11604_raw.txt.gz	yap1	ref
GSM1107950_3189_raw.txt.gz	ref	vps9
GSM1107951_3953_raw.txt.gz	wss1	ref
GSM1107956_8970_raw.txt.gz	ybp2	ref
GSM1107957_10353_raw.txt.gz	ybr028c	ref
GSM1107954_11616_raw.txt.gz	ref	yap1
GSM1107955_7646_raw.txt.gz	ref	ybp2
GSM1107209_8287_raw.txt.gz	ref	ctf4
GSM636418_5675_raw.txt.gz	ref	hif1
GSM636419_6272_raw.txt.gz	hir1	ref
GSM636416_8633_raw.txt.gz	ref	hhf2
GSM636417_5669_raw.txt.gz	hif1	ref
GSM1106902_3044_raw.txt.gz	ref	ubs1
GSM636415_8205_raw.txt.gz	hhf2	ref
GSM636412_6940_raw.txt.gz	ref	hda3
GSM636413_2739_raw.txt.gz	hfi1	ref
GSM636410_9030_raw.txt.gz	ref	hda2
GSM636411_9280_raw.txt.gz	hda3	ref
GSM1106903_3007_raw.txt.gz	ubx4	ref
GSM1106924_3929_raw.txt.gz	vid30	ref
GSM1106925_3935_raw.txt.gz	ref	vid30
GSM1106926_6909_raw.txt.gz	vik1	ref
GSM1106927_8912_raw.txt.gz	vps13	ref
GSM1106920_10369_raw.txt.gz	ref	upc2
GSM1106921_6977_raw.txt.gz	ref	usv1
GSM1106922_3943_raw.txt.gz	vid24	ref
GSM1106923_3949_raw.txt.gz	ref	vid24
GSM1106928_9502_raw.txt.gz	ref	vps13
GSM1106929_8599_raw.txt.gz	war1	ref
GSM1106454_5676_raw.txt.gz	ref	kap114
GSM1106455_6183_raw.txt.gz	kar4	ref
GSM1106456_6195_raw.txt.gz	ref	kar4
GSM1106457_5288_raw.txt.gz	kar5	ref
GSM1106450_5287_raw.txt.gz	jem1	ref
GSM1106451_5291_raw.txt.gz	ref	jem1
GSM1106900_4380_raw.txt.gz	ref	ubp9
GSM1106453_5670_raw.txt.gz	kap114	ref
GSM1106906_3011_raw.txt.gz	ref	ubx5
GSM1106458_5292_raw.txt.gz	ref	kar5
GSM1106459_7620_raw.txt.gz	kip1	ref
GSM1106907_3006_raw.txt.gz	ubx6	ref
GSM1106904_3013_raw.txt.gz	ref	ubx4
GSM1106905_3005_raw.txt.gz	ubx5	ref
GSM1106850_4408_raw.txt.gz	ref	tep1
GSM1106851_5114_raw.txt.gz	tex1	ref
GSM1106852_5121_raw.txt.gz	ref	tex1
GSM1106853_6316_raw.txt.gz	thi2	ref
GSM1106854_8139_raw.txt.gz	thi3	ref
GSM1106855_5172_raw.txt.gz	tho1	ref
GSM1106856_5178_raw.txt.gz	ref	tho1
GSM1106857_6567_raw.txt.gz	ref	tif4632
GSM1106858_7545_raw.txt.gz	ref	tma20
GSM1106859_8964_raw.txt.gz	tma20	ref
GSM1106638_3058_raw.txt.gz	ref	pho84
GSM1106639_8271_raw.txt.gz	ref	phr1
GSM1106630_9506_raw.txt.gz	ref	pes4
GSM1106631_6682_raw.txt.gz	ref	phd1
GSM1106632_6719_raw.txt.gz	pho2	ref
GSM1106633_8582_raw.txt.gz	ref	pho2
GSM1106634_6274_raw.txt.gz	pho4	ref
GSM1106635_6283_raw.txt.gz	ref	pho4
GSM1106636_7373_raw.txt.gz	ref	pho81
GSM1106637_3057_raw.txt.gz	pho84	ref
GSM1106708_8169_raw.txt.gz	ref	red1
GSM1106709_6689_raw.txt.gz	reh1	ref
GSM1106704_6878_raw.txt.gz	ref	rec107
GSM1106705_6875_raw.txt.gz	ref	rec114
GSM1106706_7891_raw.txt.gz	rec114	ref
GSM1106707_8018_raw.txt.gz	rec8	ref
GSM1106700_6284_raw.txt.gz	ref	rds1
GSM1106701_6972_raw.txt.gz	rds2	ref
GSM1106702_7366_raw.txt.gz	ref	rec102
GSM1106703_7547_raw.txt.gz	ref	rec104
GSM819608_3365_raw.txt.gz	pgm2	ref
GSM819609_3370_raw.txt.gz	ref	pgm2
GSM819606_5662_raw.txt.gz	pgm1	ref
GSM819607_5663_raw.txt.gz	ref	pgm1
GSM819604_5664_raw.txt.gz	pfk27	ref
GSM819605_5665_raw.txt.gz	ref	pfk27
GSM819602_5772_raw.txt.gz	ref	pfk2
GSM819603_6053_raw.txt.gz	pfk26	ref
GSM819600_7988_raw.txt.gz	pfk1	ref
GSM819601_5768_raw.txt.gz	pfk2	ref
GSM636567_2154_raw.txt.gz	sgf29	ref
GSM630159.txt.gz	hsl1	ref
GSM630155.txt.gz	hrk1	ref
GSM630154.txt.gz	ref	hog1
GSM630156.txt.gz	ref	hrk1
GSM630151.txt.gz	hal5	ref
GSM630153.txt.gz	hog1	ref
GSM630152.txt.gz	ref	hal5
GSM1106146_8909_raw.txt.gz	ref	asf2
GSM1106147_6625_raw.txt.gz	ref	asg1
GSM1106144_6276_raw.txt.gz	arr1	ref
GSM1106145_6285_raw.txt.gz	ref	arr1
GSM1106142_6466_raw.txt.gz	ref	aro3
GSM1106143_6318_raw.txt.gz	aro80	ref
GSM1106140_8902_raw.txt.gz	ref	apn1
GSM1106141_8343_raw.txt.gz	ref	arg5,6
GSM1106148_8973_raw.txt.gz	asg1	ref
GSM1106149_4001_raw.txt.gz	asi1	ref
